상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
텐퍼센트스페셜티커피가산디지털단지역점,,금천구,서울특별시 금천구 벚꽃로 298,집합,가산동,기타,7298.308656835852,2207.728433914893,177.984272,392940.9380840423
달리아,,금천구,서울특별시 금천구 벚꽃로 298,집합,가산동,기타,7298.308656835852,2207.728433914893,114.744318,253324.29347877245
스타벅스,가산디지털단지역,금천구,서울특별시 금천구 벚꽃로 298,집합,가산동,기타,7298.308656835852,2207.728433914893,114.744318,253324.29347877245
컴포즈커피가산디지털단지역점,,금천구,서울특별시 금천구 벚꽃로 298,집합,가산동,기타,7298.308656835852,2207.728433914893,101.256654,223547.19415888216
파스쿠찌센트로서울점,,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,208.033994,447834.62968952913
오브민,,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,123.273282,265370.3057543706
더아맘,,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,149.785798,322443.77993377665
콜렉티보서울,스퀘어점,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,225.257212,484911.0387262755
커피빈서울스퀘어점,코리아,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,115.107956,247792.81433003978
바나프레소서울,스퀘어점,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,115.107956,247792.81433003978
숏스트리트,,중구,서울특별시 중구 한강대로 416,집합,남대문로5가,기타,7116.3932892027515,2152.6992828370594,101.256654,217975.12644828027
엔제리너스빅마켓,영등포점,영등포구,서울특별시 영등포구 영중로 125,집합,영등포동8가,기타,7090.002265481573,2144.7160340860223,150.645306,323091.4032379953
랑데자뷰NC,구로점,구로구,서울특별시 구로구 구로중앙로 152,집합,구로동,기타,7059.187444415998,2135.3945926601723,114.744318,245024.3961956793
키쉬미뇽구로NC점,,구로구,서울특별시 구로구 구로중앙로 152,집합,구로동,기타,7059.187444415998,2135.3945926601723,285.224424,609066.6927042123
엘빈즈,신구로점,구로구,서울특별시 구로구 구로중앙로 152,집합,구로동,기타,7059.187444415998,2135.3945926601723,139.60393399999998,298109.4857776875
공차구로NC,,구로구,서울특별시 구로구 구로중앙로 152,집합,구로동,기타,7059.187444415998,2135.3945926601723,148.794058,317734.02687316405
텐퍼센트커피가산대성디폴리스점,,금천구,서울특별시 금천구 서부샛길 606,집합,가산동,기타,7017.2847687568155,2122.7190903130304,102.97567,218588.4205467748
투썸플레이스가산대성디폴리스점,,금천구,서울특별시 금천구 서부샛길 606,집합,가산동,기타,7017.2847687568155,2122.7190903130304,208.033994,441597.73049786646
와일드멀블루차,,금천구,서울특별시 금천구 서부샛길 606,집합,가산동,기타,7017.2847687568155,2122.7190903130304,150.645306,319777.6669122481
랑데자뷰시흥,홈플러스점,금천구,서울특별시 금천구 시흥대로 201,집합,시흥동,기타,7002.454843020495,2118.233057964939,90.975616,192707.55727992402
쥬시&차얌홈플러스,시흥점,금천구,서울특별시 금천구 시흥대로 201,집합,시흥동,기타,7002.454843020495,2118.233057964939,164.397434,348232.0793434092
카페데쏘,,종로구,서울특별시 종로구 삼일대로 428,집합,낙원동,기타,6995.858645504477,2116.2377171953767,123.273282,260875.5688908619
콜롬비아퍼펙토,가산점,금천구,서울특별시 금천구 디지털로10길 9,집합,가산동,기타,6904.666493113397,2088.652215231834,101.256654,211489.93468406334
스타벅스,가산현대아울렛,금천구,서울특별시 금천구 디지털로10길 9,집합,가산동,기타,6904.666493113397,2088.652215231834,101.256654,211489.93468406334
투썸가산하이엔드클래식점,,금천구,서울특별시 금천구 벚꽃로24길 26,집합,가산동,기타,6875.491441579319,2079.8268018571357,140.33121,291864.6116950421
쥬씨월곡,홈플러스점,성북구,서울특별시 성북구 화랑로 76,집합,하월곡동,기타,6775.956383134656,2049.7175821691135,140.33121,287639.3484640661
커피에반하다,월곡역점,성북구,서울특별시 성북구 화랑로 76,집합,하월곡동,기타,6775.956383134656,2049.7175821691135,177.984272,364817.49166796985
투썸플레이스월곡역코업,스타점,성북구,서울특별시 성북구 화랑로 76,집합,하월곡동,기타,6775.956383134656,2049.7175821691135,102.97567,211071.0413346445
스타벅스,월곡역,성북구,서울특별시 성북구 화랑로 76,집합,하월곡동,기타,6775.956383134656,2049.7175821691135,136.463424,279711.4794957986
커피빈삼성전자강남사옥점,코리아,서초구,서울특별시 서초구 서초대로74길 11,집합,서초동,기타,6723.232084941523,2033.7685537363188,145.984128,296897.92887101765
매머드익스프레스당산생각공장점,,영등포구,서울특별시 영등포구 영등포로 150,집합,당산동1가,기타,6695.478300386258,2025.3730716880202,123.273282,249674.38582140353
